departureAirport,origCountry,arrivalAirport,destCountry,aircraftName,Frequency,departure_latitude,departure_longitude,arrival_latitude,arrival_longitude
BKK,Thailand,KIX,Japan,Boeing B747-400,3,13.6811,100.747,34.4305,135.23
ICN,South Korea,SGN,Vietnam,Boeing B767-300,3,37.4633,126.44,10.8188,106.652
DXB,United Arab Emirates,TRV,India,Boeing B777-200/200ER,3,25.2528,55.3644,8.48212,76.9201
SZX,China,CTS,Japan,Airbus A330-300,3,22.6393,113.811,,
ICN,South Korea,SGN,Vietnam,Boeing B777-200LR,3,37.4633,126.44,10.8188,106.652
PEK,China,DXB,United Arab Emirates,Boeing B777-200LR,3,40.0725,116.598,25.2528,55.3644
FSZ,Japan,TPE,Taiwan,Airbus A330-300,3,34.796,138.188,25.0777,121.233
PVG,China,ICN,South Korea,Boeing B777-200LR,3,31.1434,121.805,37.4633,126.44
TPE,Taiwan,URC,China,Boeing B747-400,3,25.0777,121.233,43.9071,87.4742
DXB,United Arab Emirates,BKK,Thailand,Boeing B777-200LR,3,25.2528,55.3644,13.6811,100.747
TPE,Taiwan,SIN,Singapore,Airbus A330-200,3,25.0777,121.233,1.35019,103.994
KIX,Japan,BKK,Thailand,Boeing B747-400,3,34.4305,135.23,13.6811,100.747
TPE,Taiwan,XIY,China,Airbus A330-200,3,25.0777,121.233,34.4471,108.752
DOH,Qatar,AUH,United Arab Emirates,Boeing B777-200LR,3,25.2731,51.6081,24.433,54.6511
CKG,China,AUH,United Arab Emirates,Boeing B777-200LRF,3,29.7192,106.642,24.433,54.6511
PEK,China,ICN,South Korea,Airbus A330-Unspecified,3,40.0725,116.598,37.4633,126.44
CTS,Japan,CAN,China,Boeing B777-Unspecified,3,,,23.3924,113.299
BKK,Thailand,DXB,United Arab Emirates,Boeing B777-200LR,3,13.6811,100.747,25.2528,55.3644
DAC,Bangladesh,DMM,Saudi Arabia,Boeing B747-400,3,23.8433,90.3978,26.4712,49.7979
ICN,South Korea,PVG,China,Boeing B777-200LR,3,37.4633,126.44,31.1434,121.805
CAN,China,CTS,Japan,Boeing B777-Unspecified,3,23.3924,113.299,,
OKJ,Japan,ICN,South Korea,Airbus A330-200,3,34.7569,133.855,37.4633,126.44
PVG,China,TPE,Taiwan,Boeing B747-400M,3,31.1434,121.805,25.0777,121.233
SDJ,Japan,ICN,South Korea,Airbus A330-300,3,38.1397,140.917,37.4633,126.44
AUH,United Arab Emirates,DOH,Qatar,Boeing B777-200LR,3,24.433,54.6511,25.2731,51.6081
KIX,Japan,SGN,Vietnam,Boeing B777-200ER,3,34.4305,135.23,10.8188,106.652
CKG,China,ICN,South Korea,Airbus A330-300,3,29.7192,106.642,37.4633,126.44
ICN,South Korea,PEK,China,Airbus A330-Unspecified,3,37.4633,126.44,40.0725,116.598
HAN,Vietnam,BKK,Thailand,Boeing B777-200LR,3,21.2212,105.807,13.6811,100.747
TAO,China,ICN,South Korea,Boeing B777-300ER,3,36.2661,120.374,37.4633,126.44
TRV,India,DXB,United Arab Emirates,Boeing B777-200/200ER,3,8.48212,76.9201,25.2528,55.3644
DEL,India,DOH,Qatar,Boeing B777-200LR,3,28.5665,77.1031,25.2731,51.6081
ICN,South Korea,PVG,China,Boeing B777-300,3,37.4633,126.44,31.1434,121.805
SIN,Singapore,PVG,China,Airbus A340-600,3,1.35019,103.994,31.1434,121.805
XIY,China,TPE,Taiwan,Airbus A330-200,3,34.4471,108.752,25.0777,121.233
AUH,United Arab Emirates,RUH,Saudi Arabia,Boeing B777-200LR,3,24.433,54.6511,24.9576,46.6988
AUH,United Arab Emirates,MXP,Italy,Airbus A330-300,3,24.433,54.6511,45.6306,8.72811
DAC,Bangladesh,DXB,United Arab Emirates,Boeing B777-300,3,23.8433,90.3978,25.2528,55.3644
COK,India,AUH,United Arab Emirates,Airbus A330-200,3,10.152,76.4019,24.433,54.6511
ICN,South Korea,OKJ,Japan,Airbus A330-200,3,37.4633,126.44,34.7569,133.855
BOM,India,MED,Saudi Arabia,Boeing B777-200ER,3,19.0887,72.8679,24.5534,39.7051
AUH,United Arab Emirates,CKG,China,Boeing B777-200LRF,3,24.433,54.6511,29.7192,106.642
AUH,United Arab Emirates,MAN,United Kingdom,Boeing B767-300ER,3,24.433,54.6511,53.3537,-2.27495
DEL,India,DOH,Qatar,Boeing B777-200LRF,3,28.5665,77.1031,25.2731,51.6081
DOH,Qatar,DEL,India,Boeing B777-200LRF,3,25.2731,51.6081,28.5665,77.1031
DXB,United Arab Emirates,ATH,Greece,Boeing B777-200LR,3,25.2528,55.3644,37.9364,23.9445
KBV,Thailand,ICN,South Korea,Airbus A330-300,3,8.09912,98.9862,37.4633,126.44
JED,Saudi Arabia,DAC,Bangladesh,Boeing B747-400,3,21.6796,39.1565,23.8433,90.3978
TPE,Taiwan,NKG,China,Airbus A340-300,2,25.0777,121.233,31.742,118.862
NGO,Japan,TSN,China,Boeing B767-300ER,2,34.8584,136.805,39.1244,117.346
HKT,Thailand,LLA,Sweden,Boeing B767-300,2,8.1132,98.3169,65.5438,22.122
ICN,South Korea,BKK,Thailand,Boeing B777-200LR,2,37.4633,126.44,13.6811,100.747
DOH,Qatar,CPH,Denmark,Airbus A330-200,2,25.2731,51.6081,55.6179,12.656
DXB,United Arab Emirates,MED,Saudi Arabia,Boeing B777-200LR,2,25.2528,55.3644,24.5534,39.7051
DXB,United Arab Emirates,CCJ,India,Boeing B777-300ER,2,25.2528,55.3644,11.1368,75.9553
PVG,China,DXB,United Arab Emirates,Airbus A330-200,2,31.1434,121.805,25.2528,55.3644
DXB,United Arab Emirates,GLA,United Kingdom,Boeing B777-200LR,2,25.2528,55.3644,55.8719,-4.43306
CGO,China,TPE,Taiwan,Boeing B777-300ER,2,34.5197,113.841,25.0777,121.233
ICN,South Korea,DXB,United Arab Emirates,Boeing B747-400,2,37.4633,126.44,25.2528,55.3644
COK,India,FRA,Germany,Boeing B767-Unspecified,2,10.152,76.4019,50.0333,8.57056
NRT,Japan,AUH,United Arab Emirates,Airbus A340-600,2,35.7653,140.386,24.433,54.6511
KOJ,Japan,TPE,Taiwan,Airbus A340-300,2,31.8034,130.719,25.0777,121.233
NRT,Japan,CAN,China,Airbus A330-300,2,35.7653,140.386,23.3924,113.299
TPE,Taiwan,SGN,Vietnam,Boeing B777-200ER,2,25.0777,121.233,10.8188,106.652
TAO,China,ICN,South Korea,Boeing B747-400,2,36.2661,120.374,37.4633,126.44
URC,China,CDG,France,Airbus A330-Unspecified,2,43.9071,87.4742,49.0097,2.54778
TPE,Taiwan,PEK,China,Airbus A330-200,2,25.0777,121.233,40.0725,116.598
HAN,Vietnam,ICN,South Korea,Boeing B777-200LR,2,21.2212,105.807,37.4633,126.44
BKK,Thailand,HND,Japan,Airbus A340-600,2,13.6811,100.747,35.5533,139.781
PEK,China,BKK,Thailand,Airbus A330-200,2,40.0725,116.598,13.6811,100.747
DXB,United Arab Emirates,ICN,South Korea,Boeing B747-400,2,25.2528,55.3644,37.4633,126.44
BKK,Thailand,PEK,China,Boeing B777-Unspecified,2,13.6811,100.747,40.0725,116.598
NRT,Japan,EVE,Norway,Airbus A340-300,2,35.7653,140.386,68.4913,16.6781
AUH,United Arab Emirates,FCO,Italy,Boeing B777-200ER,2,24.433,54.6511,41.8003,12.2389
PEK,China,GMP,South Korea,Airbus A330-Unspecified,2,40.0725,116.598,,
KHH,Taiwan,PVG,China,Boeing B777-300ER,2,22.5771,120.35,31.1434,121.805
SIN,Singapore,NGO,Japan,Airbus A380-800,2,1.35019,103.994,34.8584,136.805
DEL,India,SIN,Singapore,Boeing B777-300ER,2,28.5665,77.1031,1.35019,103.994
SGN,Vietnam,KIX,Japan,Airbus A330-Unspecified,2,10.8188,106.652,34.4305,135.23
DOH,Qatar,DWC,United Arab Emirates,Airbus A330-300,2,25.2731,51.6081,24.8964,55.1614
XMN,China,ICN,South Korea,Airbus A330-300,2,24.544,118.128,37.4633,126.44
TPE,Taiwan,CTS,Japan,Airbus A340-300,2,25.0777,121.233,,
DEL,India,CDG,France,Airbus A340-300,2,28.5665,77.1031,49.0097,2.54778
URC,China,TPE,Taiwan,Boeing B777-Unspecified,2,43.9071,87.4742,25.0777,121.233
DOH,Qatar,VCE,Italy,Airbus A330-300,2,25.2731,51.6081,45.5053,12.3519
SGN,Vietnam,ICN,South Korea,Boeing B747-400M,2,10.8188,106.652,37.4633,126.44
ICN,South Korea,TAO,China,Boeing B747-400,2,37.4633,126.44,36.2661,120.374
AUH,United Arab Emirates,DMM,Saudi Arabia,Boeing B777-300ER,2,24.433,54.6511,26.4712,49.7979
DOH,Qatar,LGG,Belgium,Boeing B777-200LRF,2,25.2731,51.6081,50.6374,5.44322
PVG,China,KHH,Taiwan,Boeing B777-300ER,2,31.1434,121.805,22.5771,120.35
CCJ,India,DXB,United Arab Emirates,Boeing B777-300ER,2,11.1368,75.9553,25.2528,55.3644
MED,Saudi Arabia,LHR,United Kingdom,Boeing B777-300ER,2,24.5534,39.7051,51.4775,-0.461389
SIN,Singapore,JED,Saudi Arabia,Boeing B777-300,2,1.35019,103.994,21.6796,39.1565
BKK,Thailand,SGN,Vietnam,Airbus A300-600,2,13.6811,100.747,10.8188,106.652
DOH,Qatar,GVA,Switzerland,Airbus A330-200,2,25.2731,51.6081,46.2381,6.10895
TPE,Taiwan,CGO,China,Boeing B777-300ER,2,25.0777,121.233,34.5197,113.841
ICN,South Korea,DLC,China,Boeing B777-200LR,2,37.4633,126.44,38.9657,121.539
JED,Saudi Arabia,SIN,Singapore,Boeing B777-300,2,21.6796,39.1565,1.35019,103.994
DOH,Qatar,GVA,Switzerland,Airbus A330-300,2,25.2731,51.6081,46.2381,6.10895
HAN,Vietnam,NGO,Japan,Airbus A330-200,2,21.2212,105.807,34.8584,136.805
DXB,United Arab Emirates,DAC,Bangladesh,Boeing B777-200/200ER,2,25.2528,55.3644,23.8433,90.3978
GMP,South Korea,PEK,China,Airbus A330-Unspecified,2,,,40.0725,116.598
OKA,Japan,PVG,China,Airbus A330-300,2,26.1958,127.646,31.1434,121.805
TPE,Taiwan,KHN,China,Airbus A340-300,2,25.0777,121.233,28.865,115.9
BOM,India,DOH,Qatar,Airbus A340-600,2,19.0887,72.8679,25.2731,51.6081
DXB,United Arab Emirates,ZRH,Switzerland,Boeing B777-200LR,2,25.2528,55.3644,47.4647,8.54917
DMM,Saudi Arabia,AUH,United Arab Emirates,Boeing B777-300ER,2,26.4712,49.7979,24.433,54.6511
CAN,China,NRT,Japan,Airbus A330-300,2,23.3924,113.299,35.7653,140.386
SGN,Vietnam,BKK,Thailand,Airbus A300-600,2,10.8188,106.652,13.6811,100.747
DOH,Qatar,BOM,India,Airbus A340-600,2,25.2731,51.6081,19.0887,72.8679
ICN,South Korea,CGO,China,Boeing B777-200ER,2,37.4633,126.44,34.5197,113.841
MED,Saudi Arabia,DXB,United Arab Emirates,Boeing B777-200LR,2,24.5534,39.7051,25.2528,55.3644
SGN,Vietnam,CAN,China,Airbus A330-Unspecified,2,10.8188,106.652,23.3924,113.299
JED,Saudi Arabia,DOH,Qatar,Airbus A340-600,2,21.6796,39.1565,25.2731,51.6081
NGO,Japan,HAN,Vietnam,Airbus A330-Unspecified,2,34.8584,136.805,21.2212,105.807
ICN,South Korea,TOY,Japan,Boeing B767-300,2,37.4633,126.44,36.6483,137.188
DOH,Qatar,JED,Saudi Arabia,Airbus A340-600,2,25.2731,51.6081,21.6796,39.1565
DEL,India,LHR,United Kingdom,Boeing B747-400F,2,28.5665,77.1031,51.4775,-0.461389
AUH,United Arab Emirates,BOM,India,Airbus A330-200,2,24.433,54.6511,19.0887,72.8679
PVG,China,OKA,Japan,Airbus A330-300,2,31.1434,121.805,26.1958,127.646
NGO,Japan,HAN,Vietnam,Airbus A330-200,2,34.8584,136.805,21.2212,105.807
TLV,Israel,ATH,Greece,Boeing B767-300ER,2,32.0114,34.8867,37.9364,23.9445
NRT,Japan,CDG,France,Boeing B777-200LRF,2,35.7653,140.386,49.0097,2.54778
BOM,India,FRA,Germany,Boeing B777-200LRF,2,19.0887,72.8679,50.0333,8.57056
MED,Saudi Arabia,CDG,France,Boeing B777-200ER,2,24.5534,39.7051,49.0097,2.54778
CAN,China,SGN,Vietnam,Airbus A330-Unspecified,2,23.3924,113.299,10.8188,106.652
NGO,Japan,SIN,Singapore,Airbus A380-800,2,34.8584,136.805,1.35019,103.994
DWC,United Arab Emirates,DOH,Qatar,Airbus A330-300,2,24.8964,55.1614,25.2731,51.6081
CTS,Japan,TPE,Taiwan,Airbus A340-300,2,,,25.0777,121.233
TPE,Taiwan,URC,China,Boeing B777-Unspecified,2,25.0777,121.233,43.9071,87.4742
DOH,Qatar,CKG,China,Airbus A330-300,2,25.2731,51.6081,29.7192,106.642
HAN,Vietnam,NGO,Japan,Airbus A330-Unspecified,2,21.2212,105.807,34.8584,136.805
DLC,China,ICN,South Korea,Boeing B777-200LR,2,38.9657,121.539,37.4633,126.44
TPE,Taiwan,KOJ,Japan,Airbus A340-300,2,25.0777,121.233,31.8034,130.719
ICN,South Korea,XMN,China,Airbus A330-300,2,37.4633,126.44,24.544,118.128
TSN,China,NGO,Japan,Boeing B767-300ER,2,39.1244,117.346,34.8584,136.805
DXB,United Arab Emirates,PVG,China,Airbus A330-200,2,25.2528,55.3644,31.1434,121.805
DXB,United Arab Emirates,HND,Japan,Boeing B777-300ER,2,25.2528,55.3644,35.5533,139.781
ICN,South Korea,CAN,China,Boeing B777-300ER,2,37.4633,126.44,23.3924,113.299
DXB,United Arab Emirates,DUS,Germany,Boeing B777-200LR,2,25.2528,55.3644,51.2895,6.76678
HKT,Thailand,OSL,Norway,Boeing B767-300,2,8.1132,98.3169,60.1939,11.1004
MED,Saudi Arabia,DOH,Qatar,Airbus A330-200,2,24.5534,39.7051,25.2731,51.6081
CAN,China,ICN,South Korea,Boeing B777-300ER,2,23.3924,113.299,37.4633,126.44
RUH,Saudi Arabia,CDG,France,Boeing B777-300,2,24.9576,46.6988,49.0097,2.54778
TLV,Israel,MAD,Spain,Boeing B767-300ER,2,32.0114,34.8867,40.4719,-3.56264
ICN,South Korea,NGO,Japan,Boeing B777-200LR,2,37.4633,126.44,34.8584,136.805
AUH,United Arab Emirates,MXP,Italy,Airbus A340-600,2,24.433,54.6511,45.6306,8.72811
MED,Saudi Arabia,LHR,United Kingdom,Boeing B777-300,2,24.5534,39.7051,51.4775,-0.461389
CGP,Bangladesh,AUH,United Arab Emirates,Airbus A300-Unspecified,2,22.2496,91.8133,24.433,54.6511
HND,Japan,DXB,United Arab Emirates,Boeing B777-300ER,2,35.5533,139.781,25.2528,55.3644
WUH,China,CDG,France,Airbus A340-300,2,30.7838,114.208,49.0097,2.54778
NKG,China,TPE,Taiwan,Airbus A340-300,2,31.742,118.862,25.0777,121.233
HND,Japan,BKK,Thailand,Airbus A340-600,2,35.5533,139.781,13.6811,100.747
SGN,Vietnam,TPE,Taiwan,Boeing B777-200ER,2,10.8188,106.652,25.0777,121.233
ICN,South Korea,CAN,China,Boeing B777-200LR,2,37.4633,126.44,23.3924,113.299
ICN,South Korea,SGN,Vietnam,Boeing B747-400M,2,37.4633,126.44,10.8188,106.652
BOM,India,AUH,United Arab Emirates,Airbus A330-200,2,19.0887,72.8679,24.433,54.6511
CGO,China,ICN,South Korea,Boeing B777-200ER,2,34.5197,113.841,37.4633,126.44
HND,Japan,GMP,South Korea,Boeing B767-300,2,35.5533,139.781,,
ICN,South Korea,CKG,China,Airbus A330-300,2,37.4633,126.44,29.7192,106.642
NGO,Japan,ICN,South Korea,Boeing B777-200LR,2,34.8584,136.805,37.4633,126.44
TOY,Japan,ICN,South Korea,Boeing B767-300,2,36.6483,137.188,37.4633,126.44
KHN,China,TPE,Taiwan,Airbus A340-300,2,28.865,115.9,25.0777,121.233
SIN,Singapore,TPE,Taiwan,Airbus A330-200,2,1.35019,103.994,25.0777,121.233
TLV,Israel,ZRH,Switzerland,Boeing B777-200ER,2,32.0114,34.8867,47.4647,8.54917
NRT,Japan,KRN,Sweden,Airbus A340-300,2,35.7653,140.386,67.822,20.3368
AUH,United Arab Emirates,ZYL,Bangladesh,Airbus A300-Unspecified,2,24.433,54.6511,24.9632,91.8668
PEK,China,BKK,Thailand,Boeing B777-Unspecified,2,40.0725,116.598,13.6811,100.747
CAN,China,ICN,South Korea,Boeing B777-200LR,2,23.3924,113.299,37.4633,126.44
CKG,China,DOH,Qatar,Airbus A330-300,2,29.7192,106.642,25.2731,51.6081
BKK,Thailand,PEK,China,Airbus A330-200,2,13.6811,100.747,40.0725,116.598
SIN,Singapore,DEL,India,Boeing B777-300ER,2,1.35019,103.994,28.5665,77.1031
ICN,South Korea,HAN,Vietnam,Boeing B777-200LR,2,37.4633,126.44,21.2212,105.807
HET,China,TPE,Taiwan,Boeing B747-400,1,40.8514,111.824,25.0777,121.233
BOM,India,DOH,Qatar,Airbus A330-200,1,19.0887,72.8679,25.2731,51.6081
AUH,United Arab Emirates,JED,Saudi Arabia,Airbus A340-600,1,24.433,54.6511,21.6796,39.1565
NGO,Japan,TPE,Taiwan,Boeing B747-400,1,34.8584,136.805,25.0777,121.233
NRT,Japan,TPE,Taiwan,Boeing B777-200ER,1,35.7653,140.386,25.0777,121.233
MAA,India,DXB,United Arab Emirates,Boeing B777-200LR,1,12.99,80.1693,25.2528,55.3644
CTU,China,DOH,Qatar,Airbus A330-300,1,30.5785,103.947,25.2731,51.6081
DOH,Qatar,MXP,Italy,Boeing B777-200LR,1,25.2731,51.6081,45.6306,8.72811
SIN,Singapore,DXB,United Arab Emirates,Boeing B777-200/200ER,1,1.35019,103.994,25.2528,55.3644
DWC,United Arab Emirates,DOH,Qatar,Boeing B777-200LRF,1,24.8964,55.1614,25.2731,51.6081
DEL,India,DXB,United Arab Emirates,Airbus A340-500,1,28.5665,77.1031,25.2528,55.3644
AUH,United Arab Emirates,BOM,India,Boeing B777-200LR,1,24.433,54.6511,19.0887,72.8679
NRT,Japan,FCO,Italy,Airbus A330-Unspecified,1,35.7653,140.386,41.8003,12.2389
HND,Japan,MUC,Germany,Boeing B777-Unspecified,1,35.5533,139.781,48.3538,11.7861
ICN,South Korea,KMG,China,Airbus A330-300,1,37.4633,126.44,25.1019,102.929
AUH,United Arab Emirates,DUS,Germany,Airbus A340-600,1,24.433,54.6511,51.2895,6.76678
OKJ,Japan,ICN,South Korea,Boeing B777-200ER,1,34.7569,133.855,37.4633,126.44
TLV,Israel,GVA,Switzerland,Boeing B767-300ER,1,32.0114,34.8867,46.2381,6.10895
AUH,United Arab Emirates,DMM,Saudi Arabia,Airbus A340-600,1,24.433,54.6511,26.4712,49.7979
KMJ,Japan,ICN,South Korea,Boeing B767-300,1,32.8373,130.855,37.4633,126.44
HKT,Thailand,BLL,Denmark,Boeing B767-300,1,8.1132,98.3169,55.7403,9.15178
ICN,South Korea,KIJ,Japan,Boeing B777-300ER,1,37.4633,126.44,37.9559,139.121
DOH,Qatar,ZRH,Switzerland,Airbus A330-200,1,25.2731,51.6081,47.4647,8.54917
URC,China,MAD,Spain,Airbus A330-300,1,43.9071,87.4742,40.4719,-3.56264
AUH,United Arab Emirates,NRT,Japan,Airbus A340-600,1,24.433,54.6511,35.7653,140.386
NRT,Japan,SIN,Singapore,Boeing B747-400,1,35.7653,140.386,1.35019,103.994
DXB,United Arab Emirates,LHR,United Kingdom,Boeing B777-200/200ER,1,25.2528,55.3644,51.4775,-0.461389
PEK,China,TPE,Taiwan,Airbus A330-Unspecified,1,40.0725,116.598,25.0777,121.233
TPE,Taiwan,HET,China,Boeing B747-400,1,25.0777,121.233,40.8514,111.824
HAN,Vietnam,PUS,South Korea,Airbus A330-200,1,21.2212,105.807,35.1795,128.938
JED,Saudi Arabia,AUH,United Arab Emirates,Airbus A330-300,1,21.6796,39.1565,24.433,54.6511
DOH,Qatar,BLR,India,Airbus A330-200F,1,25.2731,51.6081,13.1979,77.7063
SZX,China,OBO,Japan,Airbus A330-300,1,22.6393,113.811,42.7333,143.217
CAN,China,DAD,Vietnam,Airbus A330-200,1,23.3924,113.299,16.0439,108.199
HAN,Vietnam,TPE,Taiwan,Airbus A330-200,1,21.2212,105.807,25.0777,121.233
BKK,Thailand,ICN,South Korea,Boeing B747-400M,1,13.6811,100.747,37.4633,126.44
DXB,United Arab Emirates,NCE,France,Boeing B777-200LR,1,25.2528,55.3644,43.6584,7.21587
TPE,Taiwan,NGO,Japan,Boeing B747-400,1,25.0777,121.233,34.8584,136.805
TPE,Taiwan,CAN,China,Airbus A330-Unspecified,1,25.0777,121.233,23.3924,113.299
PUS,South Korea,HAN,Vietnam,Airbus A330-200,1,35.1795,128.938,21.2212,105.807
DOH,Qatar,DMM,Saudi Arabia,Airbus A340-600,1,25.2731,51.6081,26.4712,49.7979
DOH,Qatar,CTU,China,Airbus A330-300,1,25.2731,51.6081,30.5785,103.947
XMN,China,TPE,Taiwan,Boeing B747-400,1,24.544,118.128,25.0777,121.233
CTS,Japan,PEK,China,Boeing B777-Unspecified,1,,,40.0725,116.598
KIX,Japan,ICN,South Korea,Boeing B777-300,1,34.4305,135.23,37.4633,126.44
DXB,United Arab Emirates,TRV,India,Boeing B777-300,1,25.2528,55.3644,8.48212,76.9201
CAN,China,SGN,Vietnam,Boeing B777-200ER,1,23.3924,113.299,10.8188,106.652
NRT,Japan,SIN,Singapore,Boeing B777-300,1,35.7653,140.386,1.35019,103.994
NRT,Japan,TPE,Taiwan,Boeing B777-200LR,1,35.7653,140.386,25.0777,121.233
ICN,South Korea,OKJ,Japan,Boeing B777-200ER,1,37.4633,126.44,34.7569,133.855
YGJ,Japan,ICN,South Korea,Boeing B767-300,1,35.4922,133.236,37.4633,126.44
MED,Saudi Arabia,DOH,Qatar,Airbus A330-300,1,24.5534,39.7051,25.2731,51.6081
HND,Japan,MUC,Germany,Boeing B777-300ER,1,35.5533,139.781,48.3538,11.7861
DXB,United Arab Emirates,MXP,Italy,Boeing B777-200/200ER,1,25.2528,55.3644,45.6306,8.72811
PUS,South Korea,SIN,Singapore,Boeing B777-200ER,1,35.1795,128.938,1.35019,103.994
DXB,United Arab Emirates,KIX,Japan,Boeing B777-200LR,1,25.2528,55.3644,34.4305,135.23
ICN,South Korea,KMJ,Japan,Boeing B767-300,1,37.4633,126.44,32.8373,130.855
DXB,United Arab Emirates,MAA,India,Boeing B777-200LR,1,25.2528,55.3644,12.99,80.1693
PEK,China,HAN,Vietnam,Airbus A330-Unspecified,1,40.0725,116.598,21.2212,105.807
AUH,United Arab Emirates,DAC,Bangladesh,Airbus A330-200,1,24.433,54.6511,23.8433,90.3978
OKJ,Japan,ICN,South Korea,Airbus A330-300,1,34.7569,133.855,37.4633,126.44
AUH,United Arab Emirates,GVA,Switzerland,Boeing B777-300ER,1,24.433,54.6511,46.2381,6.10895
OBO,Japan,SZX,China,Airbus A330-300,1,42.7333,143.217,22.6393,113.811
DXB,United Arab Emirates,BCN,Spain,Boeing B777-200LR,1,25.2528,55.3644,41.2971,2.07846
PEK,China,TPE,Taiwan,Airbus A330-200,1,40.0725,116.598,25.0777,121.233
HKT,Thailand,DOH,Qatar,Airbus A330-300,1,8.1132,98.3169,25.2731,51.6081
NRT,Japan,SIN,Singapore,Airbus A330-300,1,35.7653,140.386,1.35019,103.994
PVG,China,DXB,United Arab Emirates,Boeing B777-200LR,1,31.1434,121.805,25.2528,55.3644
PVG,China,BKK,Thailand,Airbus A340-600,1,31.1434,121.805,13.6811,100.747
JED,Saudi Arabia,AUH,United Arab Emirates,Airbus A340-600,1,21.6796,39.1565,24.433,54.6511
BKK,Thailand,ICN,South Korea,Boeing B777-200LR,1,13.6811,100.747,37.4633,126.44
BKK,Thailand,TPE,Taiwan,Boeing B777-200ER,1,13.6811,100.747,25.0777,121.233
MED,Saudi Arabia,DEL,India,Boeing B777-200ER,1,24.5534,39.7051,28.5665,77.1031
DEL,India,ZRH,Switzerland,Airbus A340-300,1,28.5665,77.1031,47.4647,8.54917
TPE,Taiwan,HAN,Vietnam,Airbus A330-200,1,25.0777,121.233,21.2212,105.807
TLV,Israel,HER,Greece,Boeing B747-400,1,32.0114,34.8867,35.3397,25.1803
DEL,India,NRT,Japan,Boeing B747-400,1,28.5665,77.1031,35.7653,140.386
HYD,India,DOH,Qatar,Boeing B777-200LRF,1,17.2313,78.4299,25.2731,51.6081
DOH,Qatar,BOM,India,Airbus A330-200,1,25.2731,51.6081,19.0887,72.8679
BKK,Thailand,SIN,Singapore,Boeing B747-400,1,13.6811,100.747,1.35019,103.994
DOH,Qatar,MED,Saudi Arabia,Airbus A330-300,1,25.2731,51.6081,24.5534,39.7051
XMN,China,BKK,Thailand,Boeing B777-300,1,24.544,118.128,13.6811,100.747
DXB,United Arab Emirates,DEL,India,Airbus A340-500,1,25.2528,55.3644,28.5665,77.1031
NGO,Japan,TPE,Taiwan,Airbus A340-300,1,34.8584,136.805,25.0777,121.233
RUH,Saudi Arabia,COK,India,Boeing B777-300ER,1,24.9576,46.6988,10.152,76.4019
DXB,United Arab Emirates,DAC,Bangladesh,Boeing B777-200LR,1,25.2528,55.3644,23.8433,90.3978
ICN,South Korea,FCO,Italy,Airbus A330-Unspecified,1,37.4633,126.44,41.8003,12.2389
JED,Saudi Arabia,AUH,United Arab Emirates,Boeing B777-200ER,1,21.6796,39.1565,24.433,54.6511
BKK,Thailand,PVG,China,Airbus A340-600,1,13.6811,100.747,31.1434,121.805
DXB,United Arab Emirates,SIN,Singapore,Boeing B777-200/200ER,1,25.2528,55.3644,1.35019,103.994
ICN,South Korea,FRA,Germany,Boeing B777-200LR,1,37.4633,126.44,50.0333,8.57056
DXB,United Arab Emirates,DMM,Saudi Arabia,Airbus A340-500,1,25.2528,55.3644,26.4712,49.7979
ICN,South Korea,YGJ,Japan,Boeing B767-300,1,37.4633,126.44,35.4922,133.236
RUH,Saudi Arabia,SHJ,United Arab Emirates,Boeing B747-200F,1,24.9576,46.6988,25.3286,55.5172
TPE,Taiwan,PEK,China,Airbus A330-Unspecified,1,25.0777,121.233,40.0725,116.598
SIN,Singapore,NRT,Japan,Airbus A330-300,1,1.35019,103.994,35.7653,140.386
KMI,Japan,TPE,Taiwan,Airbus A330-300,1,31.8772,131.449,25.0777,121.233
DXB,United Arab Emirates,DMM,Saudi Arabia,Airbus A340-300,1,25.2528,55.3644,26.4712,49.7979
SGN,Vietnam,CAN,China,Boeing B777-200ER,1,10.8188,106.652,23.3924,113.299
DAC,Bangladesh,DXB,United Arab Emirates,Boeing B777-200LR,1,23.8433,90.3978,25.2528,55.3644
AUH,United Arab Emirates,MXP,Italy,Airbus A340-500,1,24.433,54.6511,45.6306,8.72811
BKK,Thailand,XMN,China,Boeing B777-300,1,13.6811,100.747,24.544,118.128
CTU,China,BKK,Thailand,Boeing B777-200ER,1,30.5785,103.947,13.6811,100.747
AUH,United Arab Emirates,BRU,Belgium,Airbus A330-300,1,24.433,54.6511,50.9014,4.48444
TPE,Taiwan,NGO,Japan,Airbus A340-300,1,25.0777,121.233,34.8584,136.805
HAN,Vietnam,PUS,South Korea,Boeing B777-200ER,1,21.2212,105.807,35.1795,128.938
DOH,Qatar,RUH,Saudi Arabia,Airbus A340-600,1,25.2731,51.6081,24.9576,46.6988
AUH,United Arab Emirates,FRA,Germany,Boeing B747-400,1,24.433,54.6511,50.0333,8.57056
TLV,Israel,MXP,Italy,Boeing B777-200ER,1,32.0114,34.8867,45.6306,8.72811
HKT,Thailand,LLA,Sweden,Boeing B767-300ER,1,8.1132,98.3169,65.5438,22.122
KHH,Taiwan,CGO,China,Boeing B747-400M,1,22.5771,120.35,34.5197,113.841
