departureAirport,origCountry,arrivalAirport,destCountry,aircraftName,Frequency,departure_latitude,departure_longitude,arrival_latitude,arrival_longitude
FUK,Japan,TPE,Taiwan,Boeing B777-300ER,9,33.5859,130.451,25.0777,121.233
CCU,India,BKK,Thailand,Boeing B777-200ER,9,22.6547,88.4467,13.6811,100.747
SIN,Singapore,BKK,Thailand,Airbus A340-300,9,1.35019,103.994,13.6811,100.747
NRT,Japan,DXB,United Arab Emirates,Boeing B777-200LR,9,35.7653,140.386,25.2528,55.3644
BKK,Thailand,DAC,Bangladesh,Airbus A330-300,9,13.6811,100.747,23.8433,90.3978
DOH,Qatar,MUC,Germany,Airbus A330-300,9,25.2731,51.6081,48.3538,11.7861
CKG,China,ICN,South Korea,Boeing B767-300ERF,9,29.7192,106.642,37.4633,126.44
BOM,India,CDG,France,Airbus A330-300,9,19.0887,72.8679,49.0097,2.54778
TAK,Japan,TPE,Taiwan,Airbus A340-300,9,34.2142,134.016,25.0777,121.233
DOH,Qatar,SHJ,United Arab Emirates,Boeing B747F-Unspecified,9,25.2731,51.6081,25.3286,55.5172
SIN,Singapore,DAC,Bangladesh,Airbus A310-300,9,1.35019,103.994,23.8433,90.3978
DOH,Qatar,ZYL,Bangladesh,Boeing B777-200/200ER,9,25.2731,51.6081,24.9632,91.8668
BKK,Thailand,MAA,India,Boeing B747F-Unspecified,9,13.6811,100.747,12.99,80.1693
DAC,Bangladesh,BKK,Thailand,Airbus A330-300,9,23.8433,90.3978,13.6811,100.747
DAC,Bangladesh,DWC,United Arab Emirates,Boeing B777-200LRF,9,23.8433,90.3978,24.8964,55.1614
DXB,United Arab Emirates,ZYL,Bangladesh,Airbus A300-Unspecified,9,25.2528,55.3644,24.9632,91.8668
BKK,Thailand,HYD,India,Airbus A330-Unspecified,9,13.6811,100.747,17.2313,78.4299
DOH,Qatar,JED,Saudi Arabia,Boeing B747F-Unspecified,9,25.2731,51.6081,21.6796,39.1565
TPE,Taiwan,TAK,Japan,Airbus A340-300,9,25.0777,121.233,34.2142,134.016
DWC,United Arab Emirates,DAC,Bangladesh,Boeing B777-200LRF,9,24.8964,55.1614,23.8433,90.3978
DOH,Qatar,DAC,Bangladesh,Boeing B777-200/200ER,9,25.2731,51.6081,23.8433,90.3978
NRT,Japan,SGN,Vietnam,Airbus A330-200,8,35.7653,140.386,10.8188,106.652
TPE,Taiwan,CSX,China,Airbus A340-300,8,25.0777,121.233,28.1892,113.22
DOH,Qatar,SHJ,United Arab Emirates,Boeing B747-400F,8,25.2731,51.6081,25.3286,55.5172
KIX,Japan,GMP,South Korea,Boeing B767-300,8,34.4305,135.23,,
PEK,China,HND,Japan,Airbus A330-300,8,40.0725,116.598,35.5533,139.781
TLV,Israel,ICN,South Korea,Boeing B777-200LRF,8,32.0114,34.8867,37.4633,126.44
DMM,Saudi Arabia,HYD,India,Airbus A330-300,8,26.4712,49.7979,17.2313,78.4299
DEL,India,SIN,Singapore,Boeing B747-400F,8,28.5665,77.1031,1.35019,103.994
HND,Japan,PEK,China,Airbus A330-300,8,35.5533,139.781,40.0725,116.598
SHJ,United Arab Emirates,CGP,Bangladesh,Boeing B747F-Unspecified,8,25.3286,55.5172,22.2496,91.8133
RUH,Saudi Arabia,CAN,China,Boeing MD-11F,8,24.9576,46.6988,23.3924,113.299
TPE,Taiwan,CGO,China,Boeing B747-400F,8,25.0777,121.233,34.5197,113.841
DXB,United Arab Emirates,FRA,Germany,Boeing B747-8F,8,25.2528,55.3644,50.0333,8.57056
TPE,Taiwan,ICN,South Korea,Boeing B767-300,8,25.0777,121.233,37.4633,126.44
HAN,Vietnam,ICN,South Korea,Boeing B777-200LRF,8,21.2212,105.807,37.4633,126.44
CTU,China,ICN,South Korea,Boeing B747-400F,8,30.5785,103.947,37.4633,126.44
TSN,China,ICN,South Korea,Boeing B777-300ER,8,39.1244,117.346,37.4633,126.44
SHJ,United Arab Emirates,BRU,Belgium,Boeing B747-400F,8,25.3286,55.5172,50.9014,4.48444
JED,Saudi Arabia,CAN,China,Boeing MD-11F,8,21.6796,39.1565,23.3924,113.299
ICN,South Korea,LHR,United Kingdom,Boeing B747-400F,8,37.4633,126.44,51.4775,-0.461389
DOH,Qatar,DXB,United Arab Emirates,Airbus A340-300,8,25.2731,51.6081,25.2528,55.3644
ICN,South Korea,CTU,China,Boeing B747-400F,8,37.4633,126.44,30.5785,103.947
TPE,Taiwan,SGN,Vietnam,Airbus A330-Unspecified,8,25.0777,121.233,10.8188,106.652
AUH,United Arab Emirates,DEL,India,Airbus A340-500,8,24.433,54.6511,28.5665,77.1031
BKK,Thailand,ICN,South Korea,Airbus A330-Unspecified,8,13.6811,100.747,37.4633,126.44
ICN,South Korea,TSN,China,Boeing B777-300ER,8,37.4633,126.44,39.1244,117.346
DXB,United Arab Emirates,DOH,Qatar,Airbus A340-300,8,25.2528,55.3644,25.2731,51.6081
SGN,Vietnam,TPE,Taiwan,Airbus A330-Unspecified,8,10.8188,106.652,25.0777,121.233
ICN,South Korea,TPE,Taiwan,Boeing B767-300,8,37.4633,126.44,25.0777,121.233
BKK,Thailand,DEL,India,Boeing B747-400F,8,13.6811,100.747,28.5665,77.1031
DEL,India,AUH,United Arab Emirates,Airbus A340-500,8,28.5665,77.1031,24.433,54.6511
TLV,Israel,LHR,United Kingdom,Boeing B747-Unspecified,8,32.0114,34.8867,51.4775,-0.461389
HND,Japan,BKK,Thailand,Boeing B777-200ER,8,35.5533,139.781,13.6811,100.747
SGN,Vietnam,ICN,South Korea,Boeing B777-200LRF,8,10.8188,106.652,37.4633,126.44
BKK,Thailand,NRT,Japan,Boeing B777-200ER,8,13.6811,100.747,35.7653,140.386
BKK,Thailand,HND,Japan,Boeing B777-200ER,8,13.6811,100.747,35.5533,139.781
NGO,Japan,BKK,Thailand,Boeing B787-Unspecified,8,34.8584,136.805,13.6811,100.747
NRT,Japan,BKK,Thailand,Boeing B777-200ER,8,35.7653,140.386,13.6811,100.747
DEL,India,AUH,United Arab Emirates,Boeing B747-8F,8,28.5665,77.1031,24.433,54.6511
BKK,Thailand,NGO,Japan,Boeing B787-Unspecified,8,13.6811,100.747,34.8584,136.805
CSX,China,TPE,Taiwan,Airbus A340-300,8,28.1892,113.22,25.0777,121.233
NRT,Japan,ICN,South Korea,Boeing B747-200F,8,35.7653,140.386,37.4633,126.44
ICN,South Korea,DOH,Qatar,Airbus A330-200,8,37.4633,126.44,25.2731,51.6081
SIN,Singapore,NRT,Japan,Boeing B777-200LR,7,1.35019,103.994,35.7653,140.386
TPE,Taiwan,NKG,China,Airbus A330-300,7,25.0777,121.233,31.742,118.862
DMM,Saudi Arabia,AUH,United Arab Emirates,Airbus A330-300,7,26.4712,49.7979,24.433,54.6511
PEK,China,ICN,South Korea,Boeing B747-400M,7,40.0725,116.598,37.4633,126.44
HIJ,Japan,TPE,Taiwan,Airbus A330-300,7,34.4361,132.919,25.0777,121.233
ICN,South Korea,PEK,China,Boeing B747-400M,7,37.4633,126.44,40.0725,116.598
CNX,Thailand,ICN,South Korea,Boeing B777-300ER,7,18.7668,98.9626,37.4633,126.44
DOH,Qatar,AUH,United Arab Emirates,Airbus A330-300,7,25.2731,51.6081,24.433,54.6511
DOH,Qatar,DAC,Bangladesh,Airbus A310-Unspecified,7,25.2731,51.6081,23.8433,90.3978
AUH,United Arab Emirates,DOH,Qatar,Airbus A330-200,7,24.433,54.6511,25.2731,51.6081
XIY,China,ICN,South Korea,Boeing B777-300ER,7,34.4471,108.752,37.4633,126.44
ICN,South Korea,XIY,China,Boeing B777-300ER,7,37.4633,126.44,34.4471,108.752
FUK,Japan,ICN,South Korea,Boeing B747-400,7,33.5859,130.451,37.4633,126.44
ICN,South Korea,FUK,Japan,Boeing B747-400,7,37.4633,126.44,33.5859,130.451
DWC,United Arab Emirates,DOH,Qatar,Airbus A330-200,7,24.8964,55.1614,25.2731,51.6081
TPE,Taiwan,PVG,China,Airbus A340-600,7,25.0777,121.233,31.1434,121.805
DEL,India,SIN,Singapore,Boeing MD-11F,7,28.5665,77.1031,1.35019,103.994
ICN,South Korea,KIX,Japan,Boeing B747-400,7,37.4633,126.44,34.4305,135.23
TLV,Israel,ATH,Greece,Boeing B747-400,7,32.0114,34.8867,37.9364,23.9445
AUH,United Arab Emirates,DMM,Saudi Arabia,Airbus A330-300,7,24.433,54.6511,26.4712,49.7979
GMP,South Korea,KIX,Japan,Boeing B767-300,7,,,34.4305,135.23
KIX,Japan,ICN,South Korea,Boeing B747-400,7,34.4305,135.23,37.4633,126.44
DOH,Qatar,AUH,United Arab Emirates,Airbus A330-200,7,25.2731,51.6081,24.433,54.6511
ICN,South Korea,CNX,Thailand,Boeing B777-300ER,7,37.4633,126.44,18.7668,98.9626
PVG,China,OKA,Japan,Airbus A330-200,7,31.1434,121.805,26.1958,127.646
PVG,China,HAN,Vietnam,Boeing B777-200ER,7,31.1434,121.805,21.2212,105.807
TPE,Taiwan,HIJ,Japan,Airbus A330-300,7,25.0777,121.233,34.4361,132.919
NRT,Japan,TPE,Taiwan,Airbus A340-300,7,35.7653,140.386,25.0777,121.233
TNA,China,TPE,Taiwan,Airbus A330-200,7,36.8572,117.216,25.0777,121.233
NKG,China,TPE,Taiwan,Airbus A330-300,7,31.742,118.862,25.0777,121.233
TPE,Taiwan,NRT,Japan,Airbus A340-300,7,25.0777,121.233,35.7653,140.386
SIN,Singapore,BKK,Thailand,Boeing MD-11F,7,1.35019,103.994,13.6811,100.747
OKA,Japan,PVG,China,Airbus A330-200,7,26.1958,127.646,31.1434,121.805
SGN,Vietnam,NRT,Japan,Airbus A330-200,7,10.8188,106.652,35.7653,140.386
DOH,Qatar,DWC,United Arab Emirates,Airbus A330-200,7,25.2731,51.6081,24.8964,55.1614
HAN,Vietnam,NRT,Japan,Airbus A330-200,7,21.2212,105.807,35.7653,140.386
NRT,Japan,BKK,Thailand,Boeing B777-300,7,35.7653,140.386,13.6811,100.747
NRT,Japan,SIN,Singapore,Boeing B777-200LR,7,35.7653,140.386,1.35019,103.994
BKK,Thailand,DEL,India,Boeing MD-11F,7,13.6811,100.747,28.5665,77.1031
NRT,Japan,HAN,Vietnam,Airbus A330-200,7,35.7653,140.386,21.2212,105.807
AUH,United Arab Emirates,DOH,Qatar,Airbus A330-300,7,24.433,54.6511,25.2731,51.6081
PEK,China,DUS,Germany,Airbus A330-300,7,40.0725,116.598,51.2895,6.76678
TPE,Taiwan,TNA,China,Airbus A330-200,7,25.0777,121.233,36.8572,117.216
TLV,Israel,MUC,Germany,Boeing B767-300ER,7,32.0114,34.8867,48.3538,11.7861
XMN,China,BKK,Thailand,Airbus A300-600,6,24.544,118.128,13.6811,100.747
PEK,China,HKT,Thailand,Airbus A330-Unspecified,6,40.0725,116.598,8.1132,98.3169
SHE,China,NRT,Japan,Boeing B767-300ER,6,41.6398,123.483,35.7653,140.386
BKK,Thailand,HGH,China,Boeing B767-300ER,6,13.6811,100.747,30.2295,120.434
CTS,Japan,ICN,South Korea,Airbus A330-200,6,,,37.4633,126.44
NRT,Japan,SHE,China,Boeing B767-300ER,6,35.7653,140.386,41.6398,123.483
ICN,South Korea,NGO,Japan,Boeing B747-400,6,37.4633,126.44,34.8584,136.805
DXB,United Arab Emirates,HKT,Thailand,Airbus A330-200,6,25.2528,55.3644,8.1132,98.3169
KOJ,Japan,TPE,Taiwan,Airbus A330-300,6,31.8034,130.719,25.0777,121.233
HKT,Thailand,PEK,China,Airbus A330-Unspecified,6,8.1132,98.3169,40.0725,116.598
ICN,South Korea,TPE,Taiwan,Boeing B777-200LR,6,37.4633,126.44,25.0777,121.233
PUS,South Korea,HAN,Vietnam,Airbus A330-Unspecified,6,35.1795,128.938,21.2212,105.807
TPE,Taiwan,PVG,China,Boeing B747-400M,6,25.0777,121.233,31.1434,121.805
CSX,China,TPE,Taiwan,Boeing B747-400,6,28.1892,113.22,25.0777,121.233
HAN,Vietnam,PVG,China,Boeing B777-200ER,6,21.2212,105.807,31.1434,121.805
ICN,South Korea,DOH,Qatar,Boeing B777-200LR,6,37.4633,126.44,25.2731,51.6081
ICN,South Korea,SGN,Vietnam,Airbus A330-Unspecified,6,37.4633,126.44,10.8188,106.652
SHE,China,ICN,South Korea,Boeing B777-300ER,6,41.6398,123.483,37.4633,126.44
DLC,China,KIX,Japan,Boeing B767-300ER,6,38.9657,121.539,34.4305,135.23
BKK,Thailand,PEK,China,Boeing B777-200ER,6,13.6811,100.747,40.0725,116.598
DOH,Qatar,PEK,China,Boeing B777-200LR,6,25.2731,51.6081,40.0725,116.598
KIX,Japan,DLC,China,Boeing B767-300ER,6,34.4305,135.23,38.9657,121.539
TPE,Taiwan,KOJ,Japan,Airbus A330-300,6,25.0777,121.233,31.8034,130.719
HAN,Vietnam,PUS,South Korea,Airbus A330-Unspecified,6,21.2212,105.807,35.1795,128.938
PEK,China,BKK,Thailand,Boeing B777-200ER,6,40.0725,116.598,13.6811,100.747
TLV,Israel,MXP,Italy,Boeing B747-400,6,32.0114,34.8867,45.6306,8.72811
HGH,China,BKK,Thailand,Boeing B767-300ER,6,30.2295,120.434,13.6811,100.747
ICN,South Korea,CTS,Japan,Airbus A330-200,6,37.4633,126.44,,
PVG,China,NRT,Japan,Boeing B777-200LR,6,31.1434,121.805,35.7653,140.386
TPE,Taiwan,CSX,China,Boeing B747-400,6,25.0777,121.233,28.1892,113.22
DOH,Qatar,ICN,South Korea,Boeing B777-200LR,6,25.2731,51.6081,37.4633,126.44
TPE,Taiwan,FUK,Japan,Boeing B747-400,6,25.0777,121.233,33.5859,130.451
SGN,Vietnam,ICN,South Korea,Airbus A330-Unspecified,6,10.8188,106.652,37.4633,126.44
ICN,South Korea,FUK,Japan,Boeing B747-400M,6,37.4633,126.44,33.5859,130.451
FUK,Japan,ICN,South Korea,Boeing B747-400M,6,33.5859,130.451,37.4633,126.44
BKK,Thailand,XMN,China,Airbus A300-600,6,13.6811,100.747,24.544,118.128
KMG,China,CDG,France,Airbus A330-200,6,25.1019,102.929,49.0097,2.54778
ICN,South Korea,SHE,China,Boeing B777-300ER,6,37.4633,126.44,41.6398,123.483
TPE,Taiwan,ICN,South Korea,Boeing B777-200LR,6,25.0777,121.233,37.4633,126.44
HKT,Thailand,DXB,United Arab Emirates,Airbus A330-200,6,8.1132,98.3169,25.2528,55.3644
KMG,China,JED,Saudi Arabia,Airbus A330-300,5,25.1019,102.929,21.6796,39.1565
SIN,Singapore,ICN,South Korea,Boeing B777-200ER,5,1.35019,103.994,37.4633,126.44
ICN,South Korea,LHR,United Kingdom,Boeing B747-400M,5,37.4633,126.44,51.4775,-0.461389
DAC,Bangladesh,BKK,Thailand,Airbus A330-Unspecified,5,23.8433,90.3978,13.6811,100.747
AUH,United Arab Emirates,DMM,Saudi Arabia,Airbus A330-200,5,24.433,54.6511,26.4712,49.7979
MED,Saudi Arabia,DXB,United Arab Emirates,Boeing B777-200/200ER,5,24.5534,39.7051,25.2528,55.3644
NRT,Japan,PVG,China,Boeing B777-200LR,5,35.7653,140.386,31.1434,121.805
BKK,Thailand,CAN,China,Boeing B777-200ER,5,13.6811,100.747,23.3924,113.299
ICN,South Korea,NRT,Japan,Boeing B777-200LR,5,37.4633,126.44,35.7653,140.386
BOM,India,ZRH,Switzerland,Airbus A340-300,5,19.0887,72.8679,47.4647,8.54917
SIN,Singapore,HAN,Vietnam,Boeing B747-400F,5,1.35019,103.994,21.2212,105.807
BKK,Thailand,DAC,Bangladesh,Airbus A330-Unspecified,5,13.6811,100.747,23.8433,90.3978
TPE,Taiwan,CAN,China,Boeing B777-Unspecified,5,25.0777,121.233,23.3924,113.299
NRT,Japan,HAN,Vietnam,Boeing B777-200ER,5,35.7653,140.386,21.2212,105.807
KMG,China,ICN,South Korea,Airbus A330-200,5,25.1019,102.929,37.4633,126.44
BKK,Thailand,FRA,Germany,Boeing B747F-Unspecified,5,13.6811,100.747,50.0333,8.57056
CAN,China,BKK,Thailand,Boeing B777-200ER,5,23.3924,113.299,13.6811,100.747
MED,Saudi Arabia,BOM,India,Boeing B777-200ER,5,24.5534,39.7051,19.0887,72.8679
HKT,Thailand,ICN,South Korea,Boeing B777-300,5,8.1132,98.3169,37.4633,126.44
CAN,China,TPE,Taiwan,Boeing B777-Unspecified,5,23.3924,113.299,25.0777,121.233
ICN,South Korea,SIN,Singapore,Boeing B777-200ER,5,37.4633,126.44,1.35019,103.994
DEL,India,AUH,United Arab Emirates,Boeing B747-400F,5,28.5665,77.1031,24.433,54.6511
ICN,South Korea,FRA,Germany,Boeing B777-200ER,5,37.4633,126.44,50.0333,8.57056
KBV,Thailand,GOT,Sweden,Boeing B767-300ER,5,8.09912,98.9862,57.6628,12.2798
TLV,Israel,WAW,Poland,Boeing B787-8,5,32.0114,34.8867,52.1657,20.9671
TPE,Taiwan,HND,Japan,Airbus A330-300,5,25.0777,121.233,35.5533,139.781
DXB,United Arab Emirates,FRA,Germany,Boeing B747-400F,5,25.2528,55.3644,50.0333,8.57056
NRT,Japan,ICN,South Korea,Boeing B777-200LR,5,35.7653,140.386,37.4633,126.44
HAN,Vietnam,CGO,China,Boeing B747-400F,5,21.2212,105.807,34.5197,113.841
DMM,Saudi Arabia,DAC,Bangladesh,Boeing B747-400,5,26.4712,49.7979,23.8433,90.3978
DXB,United Arab Emirates,RUH,Saudi Arabia,Boeing B777-200LR,5,25.2528,55.3644,24.9576,46.6988
AUH,United Arab Emirates,HAN,Vietnam,Airbus A330-200F,5,24.433,54.6511,21.2212,105.807
ICN,South Korea,KMG,China,Airbus A330-200,5,37.4633,126.44,25.1019,102.929
AUH,United Arab Emirates,LHR,United Kingdom,Boeing B777-200LR,5,24.433,54.6511,51.4775,-0.461389
HKT,Thailand,GOT,Sweden,Boeing B767-300ER,5,8.1132,98.3169,57.6628,12.2798
TLV,Israel,BCN,Spain,Boeing B777-200ER,5,32.0114,34.8867,41.2971,2.07846
KHH,Taiwan,SIN,Singapore,Airbus A330-300,5,22.5771,120.35,1.35019,103.994
ICN,South Korea,TPE,Taiwan,Boeing B777-300ER,5,37.4633,126.44,25.0777,121.233
PEK,China,DOH,Qatar,Boeing B777-200LR,5,40.0725,116.598,25.2731,51.6081
DXB,United Arab Emirates,MED,Saudi Arabia,Boeing B777-200/200ER,5,25.2528,55.3644,24.5534,39.7051
ICN,South Korea,HKT,Thailand,Boeing B777-300,5,37.4633,126.44,8.1132,98.3169
TPE,Taiwan,ICN,South Korea,Boeing B777-300ER,5,25.0777,121.233,37.4633,126.44
KIX,Japan,SGN,Vietnam,Airbus A330-Unspecified,5,34.4305,135.23,10.8188,106.652
NGO,Japan,ICN,South Korea,Boeing B747-400,5,34.8584,136.805,37.4633,126.44
NGB,China,TPE,Taiwan,Boeing B777-300ER,5,29.8267,121.462,25.0777,121.233
TPE,Taiwan,NGB,China,Boeing B777-300ER,5,25.0777,121.233,29.8267,121.462
SIN,Singapore,KHH,Taiwan,Airbus A330-300,5,1.35019,103.994,22.5771,120.35
JED,Saudi Arabia,KMG,China,Airbus A330-300,5,21.6796,39.1565,25.1019,102.929
DAD,Vietnam,ICN,South Korea,Airbus A330-200,4,16.0439,108.199,37.4633,126.44
HND,Japan,TPE,Taiwan,Airbus A330-300,4,35.5533,139.781,25.0777,121.233
JED,Saudi Arabia,DOH,Qatar,Boeing B747-400F,4,21.6796,39.1565,25.2731,51.6081
BKK,Thailand,CDG,France,Boeing B777-200ER,4,13.6811,100.747,49.0097,2.54778
CTS,Japan,ICN,South Korea,Boeing B777-300,4,,,37.4633,126.44
NRT,Japan,KHH,Taiwan,Airbus A330-300,4,35.7653,140.386,22.5771,120.35
DWC,United Arab Emirates,PVG,China,Boeing B747-400F,4,24.8964,55.1614,31.1434,121.805
KIX,Japan,CAN,China,Airbus A330-Unspecified,4,34.4305,135.23,23.3924,113.299
CAN,China,DOH,Qatar,Boeing B777-200LR,4,23.3924,113.299,25.2731,51.6081
RUH,Saudi Arabia,DXB,United Arab Emirates,Boeing B777-200LR,4,24.9576,46.6988,25.2528,55.3644
TPE,Taiwan,KMI,Japan,Airbus A340-300,4,25.0777,121.233,31.8772,131.449
RUH,Saudi Arabia,BKK,Thailand,Boeing MD-11F,4,24.9576,46.6988,13.6811,100.747
PEK,China,ICN,South Korea,Boeing B777-200LR,4,40.0725,116.598,37.4633,126.44
SGN,Vietnam,ICN,South Korea,Boeing B777-200LR,4,10.8188,106.652,37.4633,126.44
AUH,United Arab Emirates,HHN,Germany,Boeing B747-400F,4,24.433,54.6511,49.9487,7.26389
DMM,Saudi Arabia,AUH,United Arab Emirates,Airbus A330-200,4,26.4712,49.7979,24.433,54.6511
PEK,China,CTS,Japan,Boeing B777-200/200ER,4,40.0725,116.598,,
SHE,China,TPE,Taiwan,Airbus A330-200,4,41.6398,123.483,25.0777,121.233
CAN,China,KIX,Japan,Airbus A330-Unspecified,4,23.3924,113.299,34.4305,135.23
GMP,South Korea,HND,Japan,Boeing B747-400,4,,,35.5533,139.781
BOM,India,LHR,United Kingdom,Boeing B747-400F,4,19.0887,72.8679,51.4775,-0.461389
HAN,Vietnam,ICN,South Korea,Boeing B747-8F,4,21.2212,105.807,37.4633,126.44
HKT,Thailand,BLL,Denmark,Boeing B767-300ER,4,8.1132,98.3169,55.7403,9.15178
KMI,Japan,TPE,Taiwan,Airbus A340-300,4,31.8772,131.449,25.0777,121.233
ICN,South Korea,YNT,China,Boeing B767-300,4,37.4633,126.44,37.6572,120.987
HND,Japan,GMP,South Korea,Boeing B747-400,4,35.5533,139.781,,
JED,Saudi Arabia,KNO,Belgium,Airbus A330-300,4,21.6796,39.1565,3.64222,98.8853
YNT,China,ICN,South Korea,Boeing B767-300,4,37.6572,120.987,37.4633,126.44
TPE,Taiwan,SHE,China,Airbus A330-200,4,25.0777,121.233,41.6398,123.483
ICN,South Korea,PEK,China,Boeing B777-200LR,4,37.4633,126.44,40.0725,116.598
MAA,India,AUH,United Arab Emirates,Airbus A330-200,4,12.99,80.1693,24.433,54.6511
ICN,South Korea,CTS,Japan,Boeing B777-300,4,37.4633,126.44,,
KHH,Taiwan,NRT,Japan,Airbus A330-300,4,22.5771,120.35,35.7653,140.386
ICN,South Korea,HND,Japan,Boeing B777-200ER,4,37.4633,126.44,35.5533,139.781
FUK,Japan,TPE,Taiwan,Boeing B747-400,4,33.5859,130.451,25.0777,121.233
NRT,Japan,BGO,Norway,Airbus A340-300,4,35.7653,140.386,60.2934,5.21814
MWX,South Korea,KIX,Japan,Boeing B767-300,4,34.9914,126.383,34.4305,135.23
AUH,United Arab Emirates,LHR,United Kingdom,Airbus A380-800,4,24.433,54.6511,51.4775,-0.461389
DWC,United Arab Emirates,XMN,China,Boeing MD-11F,4,24.8964,55.1614,24.544,118.128
KIX,Japan,MWX,South Korea,Boeing B767-300,4,34.4305,135.23,34.9914,126.383
DXB,United Arab Emirates,RUH,Saudi Arabia,Airbus A340-500,4,25.2528,55.3644,24.9576,46.6988
CTS,Japan,PEK,China,Boeing B777-200/200ER,4,,,40.0725,116.598
HND,Japan,ICN,South Korea,Boeing B777-200ER,4,35.5533,139.781,37.4633,126.44
DXB,United Arab Emirates,LHR,United Kingdom,Boeing B747-400F,4,25.2528,55.3644,51.4775,-0.461389
RUH,Saudi Arabia,DOH,Qatar,Boeing B747-400F,4,24.9576,46.6988,25.2731,51.6081
PVG,China,AUH,United Arab Emirates,Boeing B777-200LRF,4,31.1434,121.805,24.433,54.6511
BKK,Thailand,HAN,Vietnam,Boeing B747-400F,4,13.6811,100.747,21.2212,105.807
BKK,Thailand,CTS,Japan,Boeing B747-400,4,13.6811,100.747,,
HAN,Vietnam,NRT,Japan,Boeing B777-200ER,4,21.2212,105.807,35.7653,140.386
URC,China,CDG,France,Boeing B777-Unspecified,4,43.9071,87.4742,49.0097,2.54778
XMN,China,BKK,Thailand,Boeing B747F-Unspecified,4,24.544,118.128,13.6811,100.747
ICN,South Korea,DAD,Vietnam,Airbus A330-200,4,37.4633,126.44,16.0439,108.199
DOH,Qatar,CAN,China,Boeing B777-200LR,4,25.2731,51.6081,23.3924,113.299
RUH,Saudi Arabia,DXB,United Arab Emirates,Airbus A340-500,4,24.9576,46.6988,25.2528,55.3644
CTS,Japan,BKK,Thailand,Boeing B747-400,4,,,13.6811,100.747
MED,Saudi Arabia,DXB,United Arab Emirates,Airbus A330-300,4,24.5534,39.7051,25.2528,55.3644
AUH,United Arab Emirates,MAA,India,Airbus A330-200,4,24.433,54.6511,12.99,80.1693
DXB,United Arab Emirates,MED,Saudi Arabia,Airbus A330-300,4,25.2528,55.3644,24.5534,39.7051
DXB,United Arab Emirates,DAC,Bangladesh,Boeing B777-300,3,25.2528,55.3644,23.8433,90.3978
JED,Saudi Arabia,CDG,France,Boeing B777-200ER,3,21.6796,39.1565,49.0097,2.54778
DAC,Bangladesh,JED,Saudi Arabia,Boeing B747-400,3,23.8433,90.3978,21.6796,39.1565
SGN,Vietnam,KIX,Japan,Boeing B777-200ER,3,10.8188,106.652,34.4305,135.23
ICN,South Korea,KBV,Thailand,Airbus A330-300,3,37.4633,126.44,8.09912,98.9862
DOH,Qatar,DEL,India,Boeing B777-200LR,3,25.2731,51.6081,28.5665,77.1031
ICN,South Korea,HND,Japan,Boeing B767-300,3,37.4633,126.44,35.5533,139.781
DXB,United Arab Emirates,PEK,China,Boeing B777-200LR,3,25.2528,55.3644,40.0725,116.598
PVG,China,ICN,South Korea,Boeing B777-300,3,31.1434,121.805,37.4633,126.44
PEK,China,BHX,United Kingdom,Airbus A330-Unspecified,3,40.0725,116.598,52.4539,-1.74803
ICN,South Korea,SDJ,Japan,Airbus A330-300,3,37.4633,126.44,38.1397,140.917
BOM,India,CDG,France,Boeing B747-400F,3,19.0887,72.8679,49.0097,2.54778
RUH,Saudi Arabia,PEK,China,Airbus A330-Unspecified,3,24.9576,46.6988,40.0725,116.598
CTU,China,TPE,Taiwan,Airbus A340-300,3,30.5785,103.947,25.0777,121.233
ICN,South Korea,TAO,China,Boeing B777-300ER,3,37.4633,126.44,36.2661,120.374
TPE,Taiwan,FSZ,Japan,Airbus A330-300,3,25.0777,121.233,34.796,138.188
RUH,Saudi Arabia,AUH,United Arab Emirates,Boeing B777-200LR,3,24.9576,46.6988,24.433,54.6511
RUH,Saudi Arabia,MUC,Germany,Airbus A340-300,3,24.9576,46.6988,48.3538,11.7861
PVG,China,SIN,Singapore,Airbus A340-600,3,31.1434,121.805,1.35019,103.994
GMP,South Korea,HND,Japan,Boeing B767-300,3,,,35.5533,139.781
SGN,Vietnam,ICN,South Korea,Boeing B767-300,3,10.8188,106.652,37.4633,126.44
PEK,China,RUH,Saudi Arabia,Airbus A330-Unspecified,3,40.0725,116.598,24.9576,46.6988
HND,Japan,ICN,South Korea,Boeing B767-300,3,35.5533,139.781,37.4633,126.44
TLV,Israel,FRA,Germany,Boeing B767-300ER,3,32.0114,34.8867,50.0333,8.57056
TPE,Taiwan,CTU,China,Airbus A340-300,3,25.0777,121.233,30.5785,103.947
AUH,United Arab Emirates,COK,India,Airbus A330-200,3,24.433,54.6511,10.152,76.4019
CTS,Japan,SZX,China,Airbus A330-300,3,,,22.6393,113.811
DOH,Qatar,MED,Saudi Arabia,Airbus A330-200,3,25.2731,51.6081,24.5534,39.7051
RUH,Saudi Arabia,LHR,United Kingdom,Boeing B777-300,3,24.9576,46.6988,51.4775,-0.461389
DXB,United Arab Emirates,ATH,Greece,Boeing B777-200/200ER,3,25.2528,55.3644,37.9364,23.9445
BKK,Thailand,HAN,Vietnam,Boeing B777-200LR,3,13.6811,100.747,21.2212,105.807
URC,China,TPE,Taiwan,Boeing B747-400,3,43.9071,87.4742,25.0777,121.233
RUH,Saudi Arabia,CDG,France,Airbus A340-300,3,24.9576,46.6988,49.0097,2.54778
